,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
7655,Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T
7656,Pro Yaky? Spirits 2012,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7665,Super Baseball Simulator 1.000,SNES,1991.0,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,,,,,,
7671,Backyard Hockey,GBA,2003.0,Sports,Atari,0.14,0.05,0.0,0.0,0.2,,,tbd,,Mistic Software,E
7676,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7680,Tiger Woods PGA Tour 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,Team Fusion,E
7690,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7700,Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.14,0.04,0.0,0.01,0.2,,,8,5.0,Activision,T
7707,NHL FaceOff 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4,4.0,989 Sports,E
7723,Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E
7727,Yoga Wii,Wii,2009.0,Sports,JoWood Productions,0.14,0.04,0.0,0.02,0.19,,,,,,
7737,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E
7742,Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
7745,J-League Jikkyou Winning Eleven 3,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,,,,,,
7753,NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6,4.0,989 Sports,E
7761,J-League Excite Stage '96,SNES,1996.0,Sports,Epoch,0.0,0.0,0.19,0.0,0.19,,,,,,
7766,Jikkyou J-League Perfect Striker,N64,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
7796,Dave Mirra Freestyle BMX 2,GBA,2001.0,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,85.0,7.0,tbd,,Full-Fat,E
7798,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
7800,NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,Next Level Games,E
7816,International Cricket 2010,PS3,2010.0,Sports,Codemasters,0.0,0.15,0.0,0.04,0.19,,,,,,
7821,2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9,4.0,Software Creations,E
7838,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.19,0.0,0.19,,,,,,
7842,Barbie Horse Adventures: Riding Camp,PS2,2008.0,Sports,Activision,0.09,0.07,0.0,0.02,0.19,,,tbd,,Pixel Tales,E
7843,MLB 12: The Show,PSV,2012.0,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,SCEA San Diego Studios,E
7845,SSX Tricky,GBA,2002.0,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,66.0,9.0,tbd,,Visual Impact,E
7850,Pro Yakyuu Team o Tsukurou!,DS,2008.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,
7854,ESPN International Track & Field,PS2,2000.0,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,,,,,,
7871,Transworld Surf,PS2,2002.0,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,Rockstar San Diego,T
7876,FIFA 14,PSP,2013.0,Sports,Electronic Arts,0.0,0.15,0.0,0.04,0.19,,,3.4,23.0,EA Canada,E
7881,International Soccer,2600,1981.0,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,,,,,,
7885,Big Air,PS,1999.0,Sports,Accolade,0.1,0.07,0.0,0.01,0.19,,,,,,
7888,Gallop Racer,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.18,0.01,0.19,,,,,,
7895,College Slam,PS,1995.0,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19,,,,,,
7899,Pro Yaky? Spirits 4,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
7919,Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T
7921,Reel Fishing Paradise 3D,3DS,2011.0,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,57.0,5.0,tbd,,Natsume,E
7928,Pro Yaky? Spirits 2012,PS3,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
7936,NCAA Final Four 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,49.0,10.0,tbd,,989 Sports,E
7939,Barbie Horse Adventures: Riding Camp,Wii,2008.0,Sports,Activision,0.17,0.0,0.0,0.01,0.19,,,tbd,,Activision,E
7944,Mathews Bowhunting,Wii,2010.0,Sports,Zoo Games,0.18,0.0,0.0,0.01,0.19,,,tbd,,Zoo Games,T
7955,Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E
7957,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,
7958,Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,E
7964,NBA Ballers: Chosen One,X360,2008.0,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Midway,E
7965,Tiger Woods PGA Tour 07,XB,2006.0,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,EA Redwood Shores,E
7979,Cabela's Survival: Shadows of Katmai,PS3,2011.0,Sports,Activision,0.11,0.05,0.0,0.02,0.18,,,7.4,5.0,Activision,T
7984,Cabela's Survival: Shadows of Katmai,X360,2011.0,Sports,Activision,0.14,0.03,0.0,0.01,0.18,,,3.5,6.0,Activision,T
7990,Sports Illustrated for Kids: Football,GBA,2003.0,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18,,,,,,
7998,Remington Super Slam Hunting: North America,Wii,2010.0,Sports,Mastiff,0.17,0.0,0.0,0.01,0.18,,,tbd,,Jack of All Games,T
7999,Reel Fishing II,PS,2000.0,Sports,Victor Interactive,0.1,0.07,0.0,0.01,0.18,,,,,,
8004,Active Health with Carol Vorderman,DS,2009.0,Sports,Nintendo,0.0,0.18,0.0,0.01,0.18,,,,,,
8014,Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18,,,,,,
8023,Jikkyou Powerful Pro Baseball 2016,PSV,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,,
8041,International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,,
8046,Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18,,,tbd,,49Games,E
8050,Zumba Fitness Rush,X360,2012.0,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,"Majesco Games, Majesco",E10+
8055,Mega Man Soccer,SNES,1993.0,Sports,Capcom,0.04,0.01,0.13,0.0,0.18,,,,,,
8059,Brunswick Pro Bowling,PS3,2010.0,Sports,505 Games,0.1,0.05,0.0,0.02,0.18,47.0,6.0,tbd,,Farsight Studios,E
8061,FIFA Soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,,,,,,
8065,My Fitness Coach 2: Exercise and Nutrition,Wii,2009.0,Sports,Black Bean Games,0.13,0.03,0.0,0.01,0.18,,,,,,
8068,Backbreaker,X360,,Sports,Unknown,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,NaturalMotion,E
8069,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011.0,Sports,THQ,0.11,0.06,0.0,0.02,0.18,54.0,5.0,tbd,,THQ,E
8078,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,,
8089,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,FUN Labs,T
8104,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000.0,Sports,Sega,0.0,0.0,0.18,0.0,0.18,,,,,,
8108,Grand Slam Tennis 2,X360,2012.0,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,EA Sports,E
8110,Pure Futbol,X360,2010.0,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,Ubisoft Vancouver,E
8121,Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0,Backbone Emeryville,E
8123,FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,EA Sports,E
8131,FIFA Soccer 2002,GC,2001.0,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8,9.0,EA Sports,E
8132,Pro Evolution Soccer 2013,3DS,2012.0,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,,,,,,
8138,Brunswick Circuit Pro Bowling,PS,1998.0,Sports,THQ,0.1,0.07,0.0,0.01,0.18,,,,,,
8143,Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18,,,9.2,5.0,FUN Labs,T
8157,College Hoops 2K7,PS3,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,9.0,7.1,8.0,2K Sports,E
8161,K-1 World Grand Prix,PS2,2002.0,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9,7.0,Konami,T
8167,Shaun White Skateboarding,Wii,2010.0,Sports,Ubisoft,0.13,0.03,0.0,0.01,0.18,59.0,6.0,tbd,,Ubisoft Montreal,E10+
8169,Virtua Tennis,GBA,2002.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18,83.0,14.0,tbd,,Altron,E
8170,Cabela's Big Game Hunter: Hunting Party,X360,2011.0,Sports,Activision,0.16,0.0,0.0,0.02,0.18,,,5,4.0,,
8176,NBA Hoopz,PS2,2001.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,63.0,10.0,tbd,,Eurocom Entertainment Software,E
8177,ESPN X Games Skateboarding,GBA,2001.0,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,,,tbd,,Konami Computer Entertainment Hawaii,E
8179,Speedball 2100,PS,2000.0,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18,60.0,5.0,tbd,,Bitmap Brothers,E
8181,College Hoops 2K8,X360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,Visual Concepts,E
8184,Backyard Basketball,GBA,2004.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18,,,tbd,,Mistic Software,E
8185,Madden NFL 09,XB,2008.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,,,5.5,6.0,EA Tiburon,E
8189,NHL 2004,XB,2003.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,EA Black Box,E
8190,Pro Yaky? Spirits 5,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,,
8195,NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18,87.0,18.0,tbd,,Visual Concepts,E
8198,NBA Starting Five,PS2,,Sports,Unknown,0.09,0.07,0.0,0.02,0.18,53.0,10.0,7.3,7.0,Konami,E
8199,NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0,EA Sports,E
8204,EyeToy: Kinetic,PS2,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0,SCEE London Studio,E
8212,SEGA Bass Fishing Duel,PS2,2002.0,Sports,Sega,0.09,0.07,0.0,0.02,0.17,68.0,13.0,tbd,,Wow Entertainment,E
8214,Sports Illustrated for Kids: Baseball,GBA,2001.0,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,39.0,4.0,tbd,,Sennari Interactive,E
8215,Mark Davis Pro Bass Challenge,PS2,2002.0,Sports,Natsume,0.09,0.07,0.0,0.02,0.17,,,tbd,,Sims,E
8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,63.0,5.0,7.9,12.0,KCET,E
8219,Rapala Fishing Frenzy 2009,PS3,2008.0,Sports,Activision,0.16,0.0,0.0,0.01,0.17,31.0,4.0,4.4,9.0,FUN Labs,E
8225,Major League Baseball 2K9,PS3,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4,6.0,2K Sports,E
8228,Major League Baseball 2K6,GC,2006.0,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,66.0,8.0,tbd,,Kush Games,E
8231,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73.0,15.0,7.4,10.0,Namco,E
8235,NBA Inside Drive 2004,XB,2003.0,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,11.0,High Voltage Software,E
8238,Professional Fisherman's Tour: Northern Hemisphere,DS,2007.0,Sports,505 Games,0.16,0.0,0.0,0.01,0.17,,,tbd,,Starfish,E
8240,Gretzky NHL 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,66.0,24.0,9.1,14.0,Page 44 Studios,E
8244,Backyard Sports Football: Rookie Rush,DS,2010.0,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,,,,,
8245,Skate it,DS,2008.0,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.17,72.0,13.0,7.8,12.0,Exient Entertainment,E
8246,Cabela's Legendary Adventures,Wii,2008.0,Sports,Activision,0.16,0.0,0.0,0.01,0.17,,,tbd,,FUN Labs,T
8254,ESPN Final Round Golf 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,70.0,10.0,tbd,,Konami Computer Entertainment Nagoya,E
8258,NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0,Visual Concepts,E10+
8261,Backbreaker,PS3,,Sports,Unknown,0.16,0.0,0.0,0.01,0.17,58.0,25.0,7,52.0,NaturalMotion,E
8263,Power Pro Kun Pocket,GB,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8266,Madden NFL 17,X360,2016.0,Sports,Electronic Arts,0.14,0.02,0.0,0.02,0.17,,,0.7,6.0,EA Sports,E
8276,Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.02,0.17,,,tbd,,FUN Labs,T
8283,Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8284,Backyard NFL Football '09,PS2,2008.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17,,,,,,
8287,Backyard Baseball '10,PS2,2009.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17,,,tbd,,Farsight Studios,E
8303,Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0,Pam Development,E
8313,NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E
8330,Major League Baseball 2K9,PS2,2009.0,Sports,Spike,0.08,0.06,0.0,0.02,0.17,,,5.4,5.0,2K Sports,E
8335,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8350,Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,71.0,11.0,9.1,56.0,Tecmo,E
8367,SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0,EA Canada,E
8372,Ashes Cricket 2009,PS3,2009.0,Sports,Codemasters,0.0,0.15,0.0,0.01,0.17,,,,,,
8377,World Tour Soccer 2006,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,56.0,20.0,6,7.0,SCEE London Studio,E
8381,Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,,,tbd,,D3Publisher,E
8382,VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,,,,,,
8386,Disney Golf,PS2,2002.0,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0,T&E Soft,E
8393,Backyard NFL Football '10,Wii,2009.0,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,,,,,
8404,Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,64.0,9.0,tbd,,Ubisoft Montreal,E10+
8411,Brunswick Cosmic Bowling,Wii,2010.0,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,,,tbd,,CokeM Interactive,E
8419,NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,EA Sports,E10+
8428,Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,,,,,
8435,NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,,,3.8,6.0,DMi Games,E
8436,NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,68.0,17.0,tbd,,EA Canada,E
8438,MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02,0.17,77.0,9.0,6,5.0,SCEA San Diego Studios,E
8445,Shawn Johnson Gymnastics,Wii,2010.0,Sports,Zoo Games,0.16,0.0,0.0,0.01,0.17,,,tbd,,Zoo Games,E
8446,NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,,,tbd,,SCEA San Diego Studios,E
8448,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8451,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,,
8462,Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,5.1,19.0,Cyanide,T
8478,World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,28.0,9,6.0,SCEE London Studio,E
8480,ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E
8500,NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.0,5.8,32.0,EA Canada,E
8505,Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,,,,,,
8506,World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,,,,,,
8512,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,,,,,,
8526,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,32.0,7.7,11.0,T&E Soft,E
8543,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,83.0,23.0,9,12.0,Shaba Games,E
8547,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
8549,The BIGS,PS3,2007.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,77.0,19.0,7.2,12.0,Blue Castle Games,E
8552,NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.14,0.0,0.0,0.01,0.16,52.0,11.0,7.1,21.0,EA Canada,E
8555,Pro Yaky? Spirits 3,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
8560,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
8576,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16,,,,,,
8589,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,,,,,,
8591,Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,37.0,31.0,tbd,,10tacle Studios,T
8599,Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,59.0,7.0,tbd,,FUN Labs,E
8610,Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,69.0,23.0,6.5,14.0,Midway,M
8611,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,,,,,,
8613,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E
8615,Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,tbd,,Lexis Numerique,E
8620,FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,,
8621,NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,55.0,7.0,tbd,,989 Sports,E
8623,J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,,,,,,
8638,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.0,0.16,,,,,,
8644,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,,,,,,
8648,Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,,,tbd,,Digital Kids,E
8650,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,,
8652,Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T
8660,Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,89.0,16.0,7.8,6.0,EA Sports,E
8664,Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72.0,49.0,7.1,36.0,2K Sports,T
8670,NBA 2K3,GC,2002.0,Sports,Sega,0.12,0.03,0.0,0.0,0.16,84.0,11.0,tbd,,Visual Concepts,E
8672,NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,EA Sports,E
8674,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
8691,Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,,,tbd,,Lexis Numerique,E
8699,Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,0.11,0.04,0.0,0.0,0.16,82.0,5.0,tbd,,HotGen,E
8711,All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,73.0,23.0,7.3,21.0,Visual Concepts,E10+
8716,Major League Baseball 2K13,PS3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.02,0.15,,,,,,
8721,MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,0.08,0.05,0.0,0.02,0.15,,,tbd,,Ubisoft Vancouver,E
8730,Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,78.0,13.0,6.5,4.0,EA Sports,T
8732,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,89.0,16.0,7.5,6.0,EA Sports,E
8737,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Visual Concepts,E
8741,Home Run,2600,,Sports,Atari,0.14,0.01,0.0,0.0,0.15,,,,,,
8746,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,
8763,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,EA Canada,E
8767,NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,57.0,9.0,tbd,,989 Sports,E
8774,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,
8776,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.14,0.0,0.0,0.01,0.15,,,tbd,,Now Production,E
8778,Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,62.0,25.0,7.5,15.0,,
